,date,well_name,on_str_hrs,bottom_hole_psi,downhole_temp,Annulus_p,choke_size,whp,wht,date_conv,oil_stb,form_gas_mscf,total_gas_mscf,water_bbl
39,26-Mar-14,Well_#1,24.0,2872.0,208.042,977.895,45.12885,920.95,104.153,2014-03-26,744.0,739.0,1019.0,0.0
40,27-Mar-14,Well_#1,24.0,2871.0,208.044,983.889,44.90033,946.17,106.273,2014-03-27,735.0,753.0,1040.0,0.0
41,28-Mar-14,Well_#1,24.0,2869.0,208.068,1009.4,44.8957,951.169,99.418,2014-03-28,743.0,760.0,995.0,93.0
42,29-Mar-14,Well_#1,24.0,2870.0,208.094,1011.73,44.85489,940.647,107.804,2014-03-29,747.0,763.0,1061.0,101.0
43,30-Mar-14,Well_#1,24.0,2871.0,208.127,1037.59,44.87383,933.326,108.608,2014-03-30,750.0,744.0,995.0,101.0
44,31-Mar-14,Well_#1,24.0,2871.0,208.157,1004.72,44.87715,943.816,108.417,2014-03-31,727.0,749.0,1055.0,86.0
45,01-Apr-14,Well_#1,24.0,2871.0,208.183,980.023,44.83954,912.179,108.727,2014-04-01,716.0,745.0,1062.0,91.0
46,02-Apr-14,Well_#1,24.0,2861.0,207.368,1031.99,44.82855,921.461,109.021,2014-04-02,695.0,719.0,998.0,77.0
47,03-Apr-14,Well_#1,24.0,2871.0,208.225,955.613,44.82861,907.426,110.006,2014-04-03,699.0,723.0,945.0,78.0
48,04-Apr-14,Well_#1,24.0,2871.0,208.244,975.262,44.84463,922.008,109.531,2014-04-04,704.0,732.0,1040.0,77.0
49,05-Apr-14,Well_#1,24.0,2871.0,208.263,956.884,44.82118,932.209,109.151,2014-04-05,716.0,744.0,993.0,79.0
50,06-Apr-14,Well_#1,24.0,2871.0,208.278,1045.96,44.87684,941.294,109.698,2014-04-06,724.0,753.0,1078.0,81.0
51,07-Apr-14,Well_#1,22.0,2888.0,207.998,1027.35,40.462,912.853,101.978,2014-04-07,460.0,480.0,679.0,46.0
52,08-Apr-14,Well_#1,24.0,2874.0,208.23,964.369,44.80739,928.006,105.359,2014-04-08,715.0,738.0,1014.0,80.0
53,09-Apr-14,Well_#1,24.0,2888.0,208.223,1006.67,44.77259,911.788,106.385,2014-04-09,707.0,733.0,1053.0,80.0
54,10-Apr-14,Well_#1,24.0,2885.0,208.243,1002.12,45.63032,882.554,107.141,2014-04-10,677.0,700.0,980.0,91.0
55,11-Apr-14,Well_#1,24.0,2881.0,208.266,999.747,45.78662,914.421,110.547,2014-04-11,690.0,702.0,996.0,92.0
56,12-Apr-14,Well_#1,24.0,2879.0,208.278,1001.86,45.77828,899.698,110.668,2014-04-12,695.0,706.0,973.0,92.0
57,13-Apr-14,Well_#1,24.0,2878.0,208.292,960.206,45.73746,937.117,103.878,2014-04-13,690.0,703.0,998.0,91.0
58,14-Apr-14,Well_#1,24.0,2882.0,208.273,1010.32,45.11716,916.054,107.5,2014-04-14,647.0,670.0,889.0,85.0
59,15-Apr-14,Well_#1,24.0,2850.0,208.396,1029.15,46.38075,873.99,107.216,2014-04-15,746.0,765.0,1038.0,94.0
60,16-Apr-14,Well_#1,24.0,2812.0,208.519,984.393,47.26594,860.713,118.025,2014-04-16,805.0,820.0,1126.0,102.0
61,17-Apr-14,Well_#1,24.0,2803.0,208.512,1001.08,46.816,890.455,119.164,2014-04-17,819.0,847.0,1129.0,57.0
62,18-Apr-14,Well_#1,24.0,2817.0,208.462,975.715,46.56574,850.949,115.084,2014-04-18,781.0,811.0,1132.0,54.0
63,19-Apr-14,Well_#1,24.0,2804.0,208.476,963.638,46.59911,849.035,116.854,2014-04-19,786.0,817.0,1138.0,55.0
64,20-Apr-14,Well_#1,24.0,2811.0,208.433,953.461,46.30816,876.962,114.877,2014-04-20,758.0,782.0,1092.0,52.0
65,21-Apr-14,Well_#1,24.0,2820.0,208.399,1034.75,46.19525,876.586,113.63,2014-04-21,726.0,753.0,1061.0,50.0
66,22-Apr-14,Well_#1,24.0,2819.0,208.397,1019.91,46.21067,869.387,113.713,2014-04-22,724.0,748.0,1025.0,52.0
67,23-Apr-14,Well_#1,24.0,2816.0,208.398,952.197,46.17896,844.82,112.058,2014-04-23,716.0,745.0,1072.0,53.0
68,24-Apr-14,Well_#1,24.0,2813.0,208.408,999.955,46.15762,855.585,113.391,2014-04-24,710.0,738.0,1030.0,51.0
69,25-Apr-14,Well_#1,24.0,2810.0,208.419,956.458,46.18286,862.78,113.773,2014-04-25,708.0,732.0,1003.0,50.0
70,26-Apr-14,Well_#1,24.0,2805.0,208.428,1024.65,46.19123,859.629,113.35,2014-04-26,703.0,721.0,1027.0,52.0
71,27-Apr-14,Well_#1,24.0,2804.0,208.432,1041.64,46.22994,814.779,112.553,2014-04-27,696.0,719.0,940.0,51.0
72,28-Apr-14,Well_#1,24.0,2804.0,208.42,952.984,46.19908,848.853,111.76,2014-04-28,658.0,680.0,938.0,95.0
73,29-Apr-14,Well_#1,24.0,2803.0,208.426,951.404,45.17052,810.694,112.738,2014-04-29,576.0,599.0,805.0,79.0
74,30-Apr-14,Well_#1,16.58,2865.0,207.373,962.377,42.68,862.14,99.565,2014-04-30,370.0,389.0,557.0,52.0
75,01-May-14,Well_#1,23.83,2835.0,207.683,972.236,43.04385,795.643,101.586,2014-05-01,419.0,445.0,639.0,59.0
76,02-May-14,Well_#1,24.0,2807.0,208.417,975.052,45.64181,803.691,109.288,2014-05-02,589.0,621.0,891.0,92.0
77,03-May-14,Well_#1,24.0,2809.0,208.452,1037.28,45.42671,814.404,109.708,2014-05-03,571.0,602.0,839.0,81.0
78,04-May-14,Well_#1,24.0,2810.0,208.467,1048.8,44.453,776.097,109.761,2014-05-04,513.0,541.0,735.0,72.0
79,05-May-14,Well_#1,24.0,2811.0,208.478,1026.69,45.38335,786.516,110.13,2014-05-05,563.0,593.0,799.0,79.0
80,06-May-14,Well_#1,24.0,2811.0,208.485,1008.13,45.39574,801.666,103.285,2014-05-06,564.0,594.0,776.0,78.0
81,07-May-14,Well_#1,24.0,2810.0,208.493,969.933,45.39958,767.826,102.048,2014-05-07,566.0,593.0,808.0,79.0
82,08-May-14,Well_#1,24.0,2809.0,208.502,1028.43,45.44161,788.725,102.937,2014-05-08,563.0,592.0,823.0,80.0
83,09-May-14,Well_#1,24.0,2807.0,208.507,959.934,45.45031,776.772,107.121,2014-05-09,564.0,590.0,832.0,80.0
84,10-May-14,Well_#1,24.0,2807.0,208.511,1008.6,45.45878,762.681,110.699,2014-05-10,563.0,590.0,843.0,80.0
85,11-May-14,Well_#1,24.0,2807.0,208.513,995.499,45.41983,746.5,108.215,2014-05-11,522.0,548.0,732.0,154.0
86,12-May-14,Well_#1,24.0,2806.0,208.518,970.584,45.39961,732.518,111.961,2014-05-12,523.0,548.0,763.0,247.0
87,13-May-14,Well_#1,24.0,2808.0,208.52,1025.11,45.40286,748.638,109.935,2014-05-13,522.0,547.0,746.0,248.0
88,14-May-14,Well_#1,24.0,2808.0,208.525,1033.57,45.38789,739.313,111.967,2014-05-14,491.0,516.0,719.0,212.0
89,15-May-14,Well_#1,24.0,2808.0,208.527,962.675,45.3841,713.246,109.93,2014-05-15,492.0,512.0,736.0,254.0
90,16-May-14,Well_#1,24.0,2812.0,208.523,973.408,45.45363,739.351,110.694,2014-05-16,488.0,511.0,686.0,204.0
91,17-May-14,Well_#1,24.0,2816.0,208.51,1025.02,45.39646,714.51,111.543,2014-05-17,482.0,503.0,693.0,199.0
92,18-May-14,Well_#1,24.0,2818.0,208.488,971.278,45.59258,685.662,110.905,2014-05-18,492.0,515.0,693.0,216.0
93,19-May-14,Well_#1,24.0,2806.0,208.527,979.586,46.4488,704.146,110.34,2014-05-19,476.0,495.0,648.0,246.0
94,20-May-14,Well_#1,24.0,2803.0,208.536,1023.33,46.32774,705.586,110.374,2014-05-20,466.0,488.0,672.0,244.0
95,21-May-14,Well_#1,24.0,2803.0,208.539,1033.79,46.2821,689.889,108.304,2014-05-21,464.0,484.0,678.0,242.0
96,22-May-14,Well_#1,24.0,2805.0,208.533,1025.16,46.26431,668.108,114.121,2014-05-22,459.0,481.0,654.0,241.0
97,23-May-14,Well_#1,24.0,2806.0,208.532,1031.82,46.25565,669.958,113.184,2014-05-23,458.0,481.0,643.0,241.0
98,24-May-14,Well_#1,22.42,2819.0,208.323,1047.99,42.61593,698.434,109.08,2014-05-24,291.0,316.0,443.0,139.0
99,25-May-14,Well_#1,24.0,2807.0,208.524,1003.21,46.53726,654.805,110.788,2014-05-25,487.0,514.0,736.0,256.0
100,26-May-14,Well_#1,24.0,2807.0,208.58,958.047,46.26988,659.834,113.852,2014-05-26,469.0,487.0,679.0,242.0
101,27-May-14,Well_#1,24.0,2808.0,208.589,1033.76,46.28678,681.374,114.192,2014-05-27,465.0,492.0,656.0,240.0
102,28-May-14,Well_#1,24.0,2811.0,208.59,960.864,46.20436,657.653,115.285,2014-05-28,467.0,490.0,696.0,232.0
103,29-May-14,Well_#1,24.0,2813.0,208.59,992.148,46.22631,674.998,114.91,2014-05-29,464.0,487.0,675.0,234.0
104,30-May-14,Well_#1,24.0,2814.0,208.592,1012.69,46.18129,675.971,115.76,2014-05-30,459.0,484.0,686.0,251.0
105,31-May-14,Well_#1,24.0,2817.0,208.591,1013.0,46.1633,641.843,114.053,2014-05-31,461.0,483.0,653.0,260.0
106,01-Jun-14,Well_#1,24.0,2820.0,208.59,956.506,46.17438,628.811,114.59,2014-06-01,458.0,481.0,661.0,246.0
107,02-Jun-14,Well_#1,24.0,2818.0,208.605,1040.98,46.68765,660.17,110.74,2014-06-02,481.0,506.0,684.0,258.0
108,03-Jun-14,Well_#1,24.0,2801.0,208.673,980.688,47.25527,659.417,111.485,2014-06-03,490.0,508.0,698.0,243.0
109,04-Jun-14,Well_#1,24.0,2807.0,208.652,1017.68,47.25636,636.517,114.154,2014-06-04,376.0,394.0,551.0,219.0
110,05-Jun-14,Well_#1,24.0,2806.0,208.654,971.406,47.25968,631.396,114.28,2014-06-05,378.0,397.0,538.0,218.0
111,06-Jun-14,Well_#1,24.0,2808.0,208.647,970.891,47.24339,625.529,112.821,2014-06-06,379.0,396.0,540.0,218.0
112,07-Jun-14,Well_#1,24.0,2807.0,208.647,1024.46,47.2376,618.495,112.145,2014-06-07,378.0,398.0,534.0,213.0
113,08-Jun-14,Well_#1,24.0,2778.0,208.722,1033.78,48.05199,624.834,110.619,2014-06-08,418.0,436.0,601.0,228.0
114,09-Jun-14,Well_#1,24.0,2743.0,208.826,1010.08,48.1438,629.263,121.032,2014-06-09,508.0,528.0,706.0,262.0
115,10-Jun-14,Well_#1,24.0,2738.0,208.819,1005.99,48.10647,601.794,119.697,2014-06-10,469.0,490.0,663.0,253.0
116,11-Jun-14,Well_#1,24.0,2742.0,208.797,1007.41,48.68903,606.338,116.747,2014-06-11,522.0,545.0,731.0,294.0
117,12-Jun-14,Well_#1,24.0,2743.0,208.78,1027.27,48.70456,572.069,119.511,2014-06-12,518.0,541.0,725.0,297.0
118,13-Jun-14,Well_#1,24.0,2748.0,208.757,977.791,48.44791,593.337,112.935,2014-06-13,493.0,518.0,680.0,290.0
119,14-Jun-14,Well_#1,24.0,2749.0,208.753,979.967,48.73205,575.116,110.096,2014-06-14,509.0,535.0,762.0,303.0
120,15-Jun-14,Well_#1,24.0,2786.0,208.57,1014.79,47.954,526.965,101.903,2014-06-15,352.0,373.0,526.0,241.0
121,16-Jun-14,Well_#1,24.0,2812.0,208.517,959.012,47.3634,526.062,92.299,2014-06-16,287.0,315.0,426.0,240.0
122,17-Jun-14,Well_#1,24.0,2817.0,208.552,992.16,47.12086,555.762,102.151,2014-06-17,279.0,312.0,431.0,235.0
123,18-Jun-14,Well_#1,24.0,2817.0,208.6,951.342,47.04329,560.335,110.988,2014-06-18,297.0,331.0,443.0,249.0
124,19-Jun-14,Well_#1,24.0,2816.0,208.625,959.511,47.01765,563.986,111.729,2014-06-19,297.0,326.0,453.0,248.0
125,20-Jun-14,Well_#1,24.0,3097.0,207.245,1014.99,59.25648,407.612,106.455,2014-06-20,291.0,327.0,443.0,537.0
126,21-Jun-14,Well_#1,24.0,2917.0,209.1,972.156,51.45959,577.395,125.062,2014-06-21,427.0,489.0,702.0,344.0
127,22-Jun-14,Well_#1,24.0,2940.0,209.022,1019.28,48.39082,632.911,122.973,2014-06-22,423.0,484.0,662.0,342.0
128,23-Jun-14,Well_#1,24.0,2948.0,208.996,1004.48,48.1451,656.888,116.723,2014-06-23,412.0,473.0,645.0,337.0
129,24-Jun-14,Well_#1,24.0,2935.0,209.008,972.893,47.98282,646.483,120.031,2014-06-24,411.0,470.0,630.0,336.0
130,25-Jun-14,Well_#1,24.0,2932.0,208.963,995.588,47.98749,648.979,118.667,2014-06-25,409.0,467.0,646.0,334.0
131,26-Jun-14,Well_#1,24.0,2932.0,208.93,978.077,47.23641,669.184,119.414,2014-06-26,390.0,445.0,633.0,316.0
132,27-Jun-14,Well_#1,24.0,2949.0,208.849,1000.03,47.19389,661.526,112.047,2014-06-27,380.0,429.0,603.0,327.0
133,28-Jun-14,Well_#1,24.0,2944.0,208.833,1047.45,47.15806,650.837,110.812,2014-06-28,391.0,401.0,562.0,324.0
134,29-Jun-14,Well_#1,24.0,2940.0,208.817,1003.45,47.18744,647.565,113.814,2014-06-29,392.0,402.0,548.0,329.0
135,30-Jun-14,Well_#1,24.0,2938.0,208.81,1035.45,47.16332,650.556,116.918,2014-06-30,385.0,398.0,557.0,323.0
136,01-Jul-14,Well_#1,24.0,2936.0,208.798,985.389,47.1641,624.652,114.579,2014-07-01,342.0,359.0,501.0,291.0
137,02-Jul-14,Well_#1,24.0,2934.0,208.787,1048.01,47.1685,615.25,112.979,2014-07-02,339.0,359.0,487.0,291.0
138,03-Jul-14,Well_#1,24.0,2931.0,208.781,962.556,47.18305,617.541,113.418,2014-07-03,344.0,365.0,477.0,298.0
139,04-Jul-14,Well_#1,24.0,2930.0,208.769,1012.41,47.18536,620.63,114.004,2014-07-04,334.0,350.0,461.0,304.0
140,05-Jul-14,Well_#1,24.0,2930.0,208.756,1024.39,47.142,614.865,114.621,2014-07-05,329.0,349.0,498.0,303.0
141,06-Jul-14,Well_#1,24.0,2895.0,208.836,950.52,47.6744,630.428,116.484,2014-07-06,359.0,377.0,525.0,320.0
142,07-Jul-14,Well_#1,24.0,2865.0,208.936,1028.66,47.918,599.015,118.159,2014-07-07,377.0,399.0,528.0,333.0
143,08-Jul-14,Well_#1,24.0,2870.0,208.887,980.527,47.821,617.828,117.304,2014-07-08,357.0,377.0,541.0,332.0
144,09-Jul-14,Well_#1,24.0,2867.0,208.874,1037.07,47.71148,590.956,113.745,2014-07-09,354.0,375.0,538.0,328.0
145,10-Jul-14,Well_#1,24.0,2869.0,208.861,1018.15,47.68821,580.491,114.162,2014-07-10,339.0,362.0,475.0,318.0
146,11-Jul-14,Well_#1,24.0,2871.0,208.843,1011.87,47.65562,565.321,109.313,2014-07-11,325.0,347.0,470.0,324.0
147,12-Jul-14,Well_#1,24.0,2871.0,208.835,998.683,47.66434,561.903,107.678,2014-07-12,325.0,347.0,479.0,322.0
148,13-Jul-14,Well_#1,24.0,2870.0,208.83,1026.91,47.65849,578.473,105.711,2014-07-13,322.0,347.0,455.0,322.0
149,14-Jul-14,Well_#1,23.09,2872.0,208.82,1044.35,47.54358,566.735,106.487,2014-07-14,308.0,331.0,477.0,308.0
150,15-Jul-14,Well_#1,24.0,2950.0,207.428,1026.35,52.06218,114.139,104.415,2014-07-15,55.0,63.0,83.0,142.0
151,16-Jul-14,Well_#1,24.0,2765.0,209.12,978.07,56.67501,446.96,113.803,2014-07-16,199.0,223.0,317.0,308.0
152,17-Jul-14,Well_#1,24.0,2886.0,208.957,1006.38,50.31846,516.696,103.0,2014-07-17,276.0,303.0,430.0,455.0
153,18-Jul-14,Well_#1,24.0,2869.0,209.003,1029.87,49.37073,547.943,112.102,2014-07-18,287.0,310.0,447.0,460.0
154,19-Jul-14,Well_#1,24.0,2864.0,209.013,1037.24,49.02993,548.718,111.656,2014-07-19,323.0,348.0,460.0,352.0
155,20-Jul-14,Well_#1,24.0,2883.0,208.948,1005.59,48.70207,553.21,112.377,2014-07-20,316.0,339.0,476.0,345.0
156,21-Jul-14,Well_#1,24.0,2880.0,208.954,1000.47,48.91711,556.875,108.44,2014-07-21,322.0,339.0,454.0,335.0
157,22-Jul-14,Well_#1,24.0,2880.0,208.944,977.649,48.97838,569.657,105.739,2014-07-22,320.0,352.0,502.0,345.0
158,23-Jul-14,Well_#1,24.0,2877.0,208.944,971.161,48.93956,567.287,105.587,2014-07-23,326.0,355.0,472.0,344.0
159,24-Jul-14,Well_#1,24.0,2873.0,208.94,978.291,48.89741,544.568,106.429,2014-07-24,329.0,358.0,500.0,328.0
160,25-Jul-14,Well_#1,24.0,2873.0,208.931,964.863,48.88402,543.467,104.865,2014-07-25,325.0,353.0,483.0,326.0
161,26-Jul-14,Well_#1,24.0,2873.0,208.921,1024.96,48.86635,555.616,110.097,2014-07-26,324.0,351.0,463.0,326.0
162,27-Jul-14,Well_#1,24.0,2875.0,208.906,996.603,48.85004,542.047,116.836,2014-07-27,320.0,349.0,460.0,336.0
163,28-Jul-14,Well_#1,24.0,2877.0,208.895,1043.93,48.85213,560.626,116.371,2014-07-28,321.0,348.0,470.0,338.0
164,29-Jul-14,Well_#1,24.0,2874.0,208.897,1043.12,48.95311,531.994,116.621,2014-07-29,323.0,350.0,487.0,335.0
165,30-Jul-14,Well_#1,24.0,2871.0,208.902,996.511,49.04639,544.455,114.59,2014-07-30,322.0,349.0,481.0,332.0
166,31-Jul-14,Well_#1,24.0,2874.0,208.889,956.798,49.04197,540.74,114.986,2014-07-31,321.0,350.0,458.0,330.0
167,01-Aug-14,Well_#1,24.0,2874.0,208.884,1049.12,48.96365,533.753,107.215,2014-08-01,321.0,350.0,475.0,329.0
168,02-Aug-14,Well_#1,24.0,2874.0,208.881,986.171,49.0042,534.861,101.079,2014-08-02,324.0,352.0,495.0,329.0
169,03-Aug-14,Well_#1,24.0,2880.0,208.863,988.679,49.33799,515.354,109.881,2014-08-03,326.0,356.0,498.0,335.0
170,04-Aug-14,Well_#1,24.0,2876.0,208.87,1004.18,49.3842,539.065,109.288,2014-08-04,317.0,342.0,481.0,330.0
171,05-Aug-14,Well_#1,24.0,2879.0,208.859,952.752,49.32381,524.41,109.288,2014-08-05,314.0,341.0,462.0,335.0
172,06-Aug-14,Well_#1,24.0,2879.0,208.858,967.026,49.29441,519.81,100.808,2014-08-06,314.0,342.0,466.0,330.0
173,07-Aug-14,Well_#1,24.0,2881.0,208.852,1010.04,49.24992,523.923,101.377,2014-08-07,314.0,342.0,472.0,332.0
174,08-Aug-14,Well_#1,24.0,2882.0,208.848,988.983,49.26024,529.191,98.422,2014-08-08,317.0,346.0,498.0,333.0
175,09-Aug-14,Well_#1,25.0,2884.0,208.844,1019.05,49.27638,541.618,96.792,2014-08-09,334.0,362.0,497.0,336.0
176,10-Aug-14,Well_#1,24.0,2871.0,208.885,1037.6,49.25544,522.884,105.741,2014-08-10,318.0,346.0,465.0,333.0
177,11-Aug-14,Well_#1,24.0,2870.0,208.891,984.854,48.98312,536.71,105.875,2014-08-11,315.0,342.0,488.0,325.0
178,12-Aug-14,Well_#1,24.0,2880.0,208.86,950.599,48.98366,515.646,114.684,2014-08-12,304.0,328.0,444.0,321.0
179,13-Aug-14,Well_#1,24.0,2886.0,208.84,957.752,49.50834,505.689,112.424,2014-08-13,319.0,344.0,456.0,330.0
180,14-Aug-14,Well_#1,24.0,2864.0,208.904,1049.34,49.7705,541.793,113.406,2014-08-14,322.0,352.0,497.0,330.0
181,15-Aug-14,Well_#1,24.0,2868.0,208.888,1045.27,49.3907,543.508,103.777,2014-08-15,317.0,345.0,485.0,324.0
182,16-Aug-14,Well_#1,24.0,2872.0,208.873,1015.66,49.37876,524.605,102.273,2014-08-16,321.0,350.0,467.0,329.0
183,17-Aug-14,Well_#1,24.0,2875.0,208.859,1016.37,49.40292,507.072,107.762,2014-08-17,295.0,321.0,456.0,329.0
184,18-Aug-14,Well_#1,24.0,2877.0,208.852,1040.29,49.36552,505.361,113.825,2014-08-18,291.0,317.0,453.0,305.0
185,19-Aug-14,Well_#1,24.0,2894.0,208.79,1026.74,49.59808,519.686,112.845,2014-08-19,288.0,316.0,446.0,306.0
186,20-Aug-14,Well_#1,24.0,2893.0,208.774,1009.11,50.09056,506.039,108.138,2014-08-20,292.0,319.0,433.0,310.0
187,21-Aug-14,Well_#1,24.0,2871.0,208.881,1005.13,49.31793,514.157,110.282,2014-08-21,293.0,319.0,428.0,304.0
188,22-Aug-14,Well_#1,24.0,2871.0,208.879,977.748,49.28392,534.692,106.109,2014-08-22,293.0,321.0,435.0,321.0
189,23-Aug-14,Well_#1,24.0,2877.0,208.855,1018.29,49.27677,532.405,105.797,2014-08-23,290.0,321.0,436.0,326.0
190,24-Aug-14,Well_#1,24.0,2903.0,208.767,1018.42,50.149,490.818,106.909,2014-08-24,283.0,324.0,430.0,324.0
191,25-Aug-14,Well_#1,24.0,2871.0,208.871,999.372,50.14537,529.576,116.205,2014-08-25,294.0,328.0,443.0,332.0
192,26-Aug-14,Well_#1,24.0,2860.0,208.915,1046.75,50.08722,529.428,114.552,2014-08-26,296.0,325.0,452.0,317.0
193,27-Aug-14,Well_#1,24.0,2875.0,208.867,1025.85,50.05719,520.83,113.854,2014-08-27,291.0,321.0,439.0,312.0
194,28-Aug-14,Well_#1,24.0,2882.0,208.831,1019.78,50.03687,515.626,113.098,2014-08-28,290.0,320.0,444.0,312.0
195,29-Aug-14,Well_#1,24.0,2872.0,208.873,991.805,50.04891,526.172,112.722,2014-08-29,293.0,323.0,442.0,311.0
196,30-Aug-14,Well_#1,24.0,2886.0,208.818,983.199,50.48038,490.338,110.498,2014-08-30,293.0,322.0,455.0,319.0
197,31-Aug-14,Well_#1,24.0,2899.0,208.751,1042.75,51.04171,483.108,109.758,2014-08-31,293.0,317.0,438.0,330.0
